TriggerIndex,FrameNum,PicPath,Code1,CodeType1,CodeCoordinate1,Code2,CodeType2,CodeCoordinate2,Code3,CodeType3,CodeCoordinate3,Code4,CodeType4,CodeCoordinate4,Code5,CodeType5,CodeCoordinate5,Code6,CodeType6,CodeCoordinate6
1,1,1.jpg,4546,CODE128,143.723.155.955.665.969.652.737,690169016903,CODE128,0.311.0.546.814.572.819.338
1,2,2.jpg,4546,CODE128,144.722.155.956.664.970.652.736,690169016903,CODE128,0.312.1.550.818.575.811.337
1,3,3.jpg,690169016903,CODE128,6.313.0.547.803.572.810.338,4546,CODE128,147.719.147.952.653.970.652.737
1,4,4.jpg,4546,CODE128,151.721.155.950.662.970.655.740,690169016903,CODE128,6.313.0.548.809.572.814.338
1,5,5.jpg,690169016903,CODE128,0.312.0.547.815.572.819.337,4546,CODE128,152.722.148.949.656.966.658.738
1,6,6.jpg,4546,CODE128,151.720.146.949.657.971.660.741,690169016903,CODE128,0.311.0.546.815.573.820.338
1,7,7.jpg,4546,CODE128,149.723.146.952.656.970.658.740,690169016903,CODE128,0.312.0.552.817.576.810.336
1,8,8.jpg,4546,CODE128,148.720.150.950.657.970.654.739,690169016903,CODE128,0.310.0.546.816.573.820.337
1,9,9.jpg,690169016903,CODE128,7.314.2.548.811.573.815.340,4546,CODE128,148.720.148.953.654.971.653.737
1,10,10.jpg,4546,CODE128,150.723.153.953.659.967.655.737,690169016903,CODE128,4.313.0.547.810.572.815.337
1,11,11.jpg,4546,CODE128,149.720.145.952.652.970.655.738,690169016903,CODE128,5.314.1.549.809.572.812.337
