TriggerIndex,FrameNum,PicPath,Code1,CodeType1,CodeCoordinate1,Code2,CodeType2,CodeCoordinate2,Code3,CodeType3,CodeCoordinate3,Code4,CodeType4,CodeCoordinate4,Code5,CodeType5,CodeCoordinate5,Code6,CodeType6,CodeCoordinate6
1,1,1.jpg,77,CODE128,217.576.215.717.532.720.534.579,4546,CODE128,833.587.829.722.1188.731.1192.596,690169016904,CODE128,104.335.104.468.634.483.636.349,690169016902,CODE128,104.81.103.226.639.236.640.92
1,2,2.jpg,77,CODE128,214.577.208.721.527.721.532.577,690169016904,CODE128,103.333.103.470.636.483.638.346,690169016902,CODE128,111.81.112.225.636.233.636.90
1,3,3.jpg,4546,CODE128,733.567.754.726.1246.733.1226.575,690169016904,CODE128,101.331.101.468.634.482.636.346
1,4,4.jpg,690169016904,CODE128,103.333.104.470.634.484.636.348,45565654,CODE128,122.834.113.968.574.955.586.823
1,5,5.jpg,4546,CODE128,824.579.818.726.1185.734.1194.588
1,6,6.jpg,77,CODE128,216.575.210.715.526.720.530.580
1,7,7.jpg
1,8,8.jpg
1,9,9.jpg,4546,CODE128,791.589.792.738.1195.735.1198.586,690169016904,CODE128,103.333.103.470.635.483.636.346,690169016903,CODE128,746.342.747.485.1286.488.1287.346
