TriggerIndex,FrameNum,PicPath,Code1,CodeType1,CodeCoordinate1,Code2,CodeType2,CodeCoordinate2,Code3,CodeType3,CodeCoordinate3,Code4,CodeType4,CodeCoordinate4,Code5,CodeType5,CodeCoordinate5,Code6,CodeType6,CodeCoordinate6
1,1,1.jpg
1,2,2.jpg
1,3,3.jpg
1,4,4.jpg
1,5,5.jpg
1,6,6.jpg
1,7,7.jpg
1,8,8.jpg
