TriggerIndex,FrameNum,PicPath,Code1,CodeType1,CodeCoordinate1,Code2,CodeType2,CodeCoordinate2,Code3,CodeType3,CodeCoordinate3,Code4,CodeType4,CodeCoordinate4,Code5,CodeType5,CodeCoordinate5,Code6,CodeType6,CodeCoordinate6
1,1,1.jpg,79887,CODE128,1246.331.1246.554.1941.572.1941.350,45565654,CODE128,147.319.153.543.830.558.822.336,4546,CODE128,1331.728.1327.941.1844.960.1847.747,87998789,CODE128,1252.15.1244.155.1950.168.1959.29
1,2,2.jpg,45565654,CODE128,140.316.152.538.829.555.816.333,4546,CODE128,1324.729.1323.943.1844.959.1846.745,79887,CODE128,1254.332.1245.556.1938.574.1947.349,87998789,CODE128,1251.15.1243.155.1948.166.1956.28
1,3,3.jpg,45565654,CODE128,139.318.149.539.831.556.821.335,4546,CODE128,1326.729.1328.945.1845.959.1844.743,79887,CODE128,1249.328.1246.554.1942.571.1945.345,87998789,CODE128,1272.12.1251.151.1954.168.1976.29
1,4,4.jpg,45565654,CODE128,137.317.155.538.833.553.815.333,4546,CODE128,1328.729.1327.943.1846.959.1845.743,87998789,CODE128,1253.15.1245.155.1949.167.1957.28,79887,CODE128,1247.331.1243.555.1943.571.1947.348
1,5,5.jpg,45565654,CODE128,138.318.151.539.829.556.818.335,4546,CODE128,1326.730.1327.942.1845.957.1843.744,79887,CODE128,1255.333.1244.558.1940.574.1950.349,87998789,CODE128,1272.12.1250.151.1947.166.1969.27
1,6,6.jpg,4546,CODE128,1325.728.1324.943.1849.960.1850.745,45565654,CODE128,137.316.153.539.832.556.817.334,79887,CODE128,1254.333.1247.556.1941.573.1948.350,87998789,CODE128,1272.12.1248.151.1952.167.1976.29
1,7,7.jpg,79887,CODE128,1253.331.1244.555.1941.575.1949.351,45565654,CODE128,143.319.154.539.831.556.820.334,4546,CODE128,1327.728.1326.942.1846.959.1847.745,87998789,CODE128,1253.15.1246.155.1950.167.1957.27
1,8,8.jpg,45565654,CODE128,143.318.154.540.827.555.815.333,87998789,CODE128,1255.14.1248.154.1947.167.1954.29,79887,CODE128,1253.332.1245.555.1939.574.1946.351,4546,CODE128,1326.730.1324.944.1846.959.1847.745
1,9,9.jpg,45565654,CODE128,141.318.156.539.831.552.818.333,4546,CODE128,1328.728.1325.945.1847.961.1849.743,79887,CODE128,1245.331.1245.555.1944.571.1944.348,87998789,CODE128,1283.10.1254.150.1953.169.1982.30
1,10,10.jpg,45565654,CODE128,138.317.153.540.832.556.817.334,4546,CODE128,1326.729.1324.942.1846.958.1847.745,87998789,CODE128,1273.11.1250.149.1951.168.1975.30,79887,CODE128,1248.328.1244.552.1941.571.1944.347
1,11,11.jpg,45565654,CODE128,146.320.152.540.826.557.820.336,4546,CODE128,1330.728.1327.944.1845.961.1850.745,79887,CODE128,1250.330.1242.556.1939.572.1946.348,87998789,CODE128,1277.9.1250.148.1954.169.1981.31
1,12,12.jpg,45565654,CODE128,141.318.155.538.831.551.817.333,79887,CODE128,1252.331.1243.555.1940.575.1947.351,4546,CODE128,1325.730.1327.944.1848.959.1845.744,87998789,CODE128,1274.12.1251.151.1950.167.1974.29
1,13,13.jpg,4546,CODE128,1329.728.1328.942.1846.961.1844.747,45565654,CODE128,137.319.149.541.833.556.821.334,79887,CODE128,1253.333.1245.556.1939.574.1946.350,87998789,CODE128,1254.15.1243.156.1948.166.1960.27
