TriggerIndex,FrameNum,PicPath,Code1,CodeType1,CodeCoordinate1,Code2,CodeType2,CodeCoordinate2,Code3,CodeType3,CodeCoordinate3,Code4,CodeType4,CodeCoordinate4,Code5,CodeType5,CodeCoordinate5,Code6,CodeType6,CodeCoordinate6
1,1,1.jpg,79887,CODE128,691.1280.694.1486.1329.1518.1325.1311,690169016903,CODE128,605.508.608.736.1394.763.1391.533,45565654,CODE128,1695.1332.1683.1543.2343.1578.2354.1366,4546,CODE128,752.910.756.1130.1251.1144.1246.925
